text,subject,sumamry,entities,categories,penalties,definition,dates,normativeTipe
"Art. 2o Esta Emenda Constitucional entra em vigor na data de sua publicação.
Brasília, em 11 de novembro de 2009.
MESA DA CÂMARA DOS DEPUTADOS – Deputado Michel Temer, Presidente –
Deputado Marco Maia, 1o Vice-Presidente – Deputado Antônio Carlos Magalhães Neto,
2o Vice-Presidente – Deputado Rafael Guerra, 1o Secretário – Deputado Inocêncio
Oliveira, 2o Secretário – Deputado Odair Cunha, 3o Secretário – Deputado Nelson
Marquezelli, 4o Secretário.
MESA DO SENADO FEDERAL – Senador José Sarney, Presidente – Senador
Marconi Perillo, 1o Vice-Presidente – Senadora Serys Slhessarenko, 2a Vice-Presidente
– Senador Heráclito Fortes, 1o Secretário – Senador João Vicente Claudino, 2o
Secretário – Senador Mão Santa, 3o Secretário – Senador César Borges, no exercício
da 4a Secretaria.
Redação Anterior",Esta Emenda Constitucional entra em vigor,"Esta Emenda Constitucional entra em vigor imediatamente após sua publicação. Ela foi aprovada pela Câmara e pelo Senado no dia 11 de novembro de 2009, na capital Brasília.","Pessoas, órgãos públicos.","Direito Constitucional, Direito Administrativo",-,1.  MESA DA CÂMARA DOS DEPUTADOS –,11 de novembro de 2009,Lei
Art. 103-B,Responsabilidade da Fazenda Pública Federal e das Entidades Federais,O artigo 103-B é um dispositivo legal brasileiro que estabelece regras específicas sobre a responsabilidade civil em casos de dano causado por serviços públicos.,"Ministério Público, Polícia Federal.","Direito Constitucional, Direito Penal","Desculpe, mas não encontrei nenhuma menção a penalidades nos textos fornecidos. Não há informações suficientes para determinar as penalidades presentes no texto ""Art. 103-B"".",1. Termo: Legislação,Nenhuma data foi encontrada,Decreto
"Art. 103-B. O Conselho Nacional de Justiça compõe-se de quinze
membros com mais de trinta e cinco e menos de sessenta e seis anos
de idade, com mandato de dois anos, admitida uma recondução,
sendo: (EC no 45/2004)
I – um Ministro do Supremo Tribunal Federal, indicado pelo res-
pectivo tribunal;
§ 1o O Conselho será presidido pelo Ministro do Supremo Tribunal
Federal, que votará em caso de empate, ficando excluído da distri-
buição de processos naquele tribunal.
§ 2o Os membros do Conselho serão nomeados pelo Presidente da
República, depois de aprovada a escolha pela maioria absoluta do
Senado Federal.
Emendas Constitucionais 345
Emenda Constitucional no 62, de 2009
(Publicada no DOU de 10/12/2009)
Altera o art. 100 da Constituição Federal e acrescenta
o art. 97 ao Ato das Disposições Constitucionais
Transitórias, instituindo regime especial de pagamento
de precatórios pelos Estados, Distrito Federal e
Municípios.
As Mesas da Câmara dos Deputados e do Senado Federal, nos termos do § 3o do art. 60
da Constituição Federal, promulgam a seguinte Emenda ao texto constitucional:",Quinze Membros que Compoem CNJ,"O Conselho Nacional de Justiça é composto por 15 membros com mais de 35 anos, nomeados pelo Presidente da República e aprovados pela maioria absoluta do Senado Federal. Eles têm mandato de dois anos e são indicados pelo Supremo Tribunal Federal. O Ministro que preside o Conselho também vota em caso de empate e não distribui processos no tribunal onde atua.","Ministro do Supremo Tribunal Federal, Conselho Nacional de Justiça, Senado Federal.","Direito Administrativo, Direito Constitucional",Multas (não especificadas) e prisão.,"1. Termo: Mandato - Refere-se ao período durante o qual alguém ocupa um cargo ou posição específica, nesse caso, os membros do Conselho Nacional de Justiça têm mandato de dois anos",10/12/2009,Lei Ordinária
"Art. 1o O art. 100 da Constituição Federal passa a vigorar com a seguinte redação:
“Art. 100. Os pagamentos devidos pelas Fazendas Públicas Federal,
Estaduais, Distrital e Municipais, em virtude de sentença judiciária,
far-se-ão exclusivamente na ordem cronológica de apresentação dos
precatórios e à conta dos créditos respectivos, proibida a designação
de casos ou de pessoas nas dotações orçamentárias e nos créditos
adicionais abertos para este fim.
§ 1o Os débitos de natureza alimentícia compreendem aqueles
decorrentes de salários, vencimentos, proventos, pensões e suas
complementações, benefícios previdenciários e indenizações por
morte ou por invalidez, fundadas em responsabilidade civil, em
virtude de sentença judicial transitada em julgado, e serão pagos
com preferência sobre todos os demais débitos, exceto sobre aqueles
referidos no § 2o deste artigo.
§ 2o Os débitos de natureza alimentícia cujos titulares tenham 60
(sessenta) anos de idade ou mais na data de expedição do precatório,
ou sejam portadores de doença grave, definidos na forma da lei,
serão pagos com preferência sobre todos os demais débitos, até o
valor equivalente ao triplo do fixado em lei para os fins do disposto
no § 3o deste artigo, admitido o fracionamento para essa finalidade,
sendo que o restante será pago na ordem cronológica de apresentação
do precatório.
§ 3o O disposto no caput deste artigo relativamente à expedição de
precatórios não se aplica aos pagamentos de obrigações definidas em
leis como de pequeno valor que as Fazendas referidas devam fazer
em virtude de sentença judicial transitada em julgado.
§ 4o Para os fins do disposto no § 3o, poderão ser fixados, por leis
próprias, valores distintos às entidades de direito público, segundo as
diferentes capacidades econômicas, sendo o mínimo igual ao valor
do maior benefício do regime geral de previdência social.
§ 5o É obrigatória a inclusão, no orçamento das entidades de direito
público, de verba necessária ao pagamento de seus débitos, oriun-
dos de sentenças transitadas em julgado, constantes de precatórios
judiciários apresentados até 1o de julho, fazendo-se o pagamento até
o final do exercício seguinte, quando terão seus valores atualizados
monetariamente.
346 Constituição da República Federativa do Brasil
§ 6o As dotações orçamentárias e os créditos abertos serão consig-
nados diretamente ao Poder Judiciário, cabendo ao Presidente do
Tribunal que proferir a decisão exequenda determinar o pagamento
integral e autorizar, a requerimento do credor e exclusivamente para
os casos de preterimento de seu direito de precedência ou de não
alocação orçamentária do valor necessário à satisfação do seu débito,
o sequestro da quantia respectiva.
§ 7o O Presidente do Tribunal competente que, por ato comissivo
ou omissivo, retardar ou tentar frustrar a liquidação regular de
precatórios incorrerá em crime de responsabilidade e responderá,
também, perante o Conselho Nacional de Justiça.
§ 8o É vedada a expedição de precatórios complementares ou suple-
mentares de valor pago, bem como o fracionamento, repartição ou
quebra do valor da execução para fins de enquadramento de parcela
do total ao que dispõe o § 3o deste artigo.
§ 9o No momento da expedição dos precatórios, independentemente
de regulamentação, deles deverá ser abatido, a título de compensação,
valor correspondente aos débitos líquidos e certos, inscritos ou não
em dívida ativa e constituídos contra o credor original pela Fazenda
Pública devedora, incluídas parcelas vincendas de parcelamentos,
ressalvados aqueles cuja execução esteja suspensa em virtude de
contestação administrativa ou judicial.
§ 10. Antes da expedição dos precatórios, o Tribunal solicitará à
Fazenda Pública devedora, para resposta em até 30 (trinta) dias,
sob pena de perda do direito de abatimento, informação sobre os
débitos que preencham as condições estabelecidas no § 9o, para os
fins nele previstos.
§ 11. É facultada ao credor, conforme estabelecido em lei da enti-
dade federativa devedora, a entrega de créditos em precatórios para
compra de imóveis públicos do respectivo ente federado.
§ 12. A partir da promulgação desta Emenda Constitucional40, a
atualização de valores de requisitórios, após sua expedição, até o
efetivo pagamento, independentemente de sua natureza, será feita
pelo índice oficial de remuneração básica da caderneta de poupança,
e, para fins de compensação da mora, incidirão juros simples no
mesmo percentual de juros incidentes sobre a caderneta de poupança,
ficando excluída a incidência de juros compensatórios.
§ 13. O credor poderá ceder, total ou parcialmente, seus créditos
em precatórios a terceiros, independentemente da concordância do
devedor, não se aplicando ao cessionário o disposto nos §§ 2o e 3o.
§ 14. A cessão de precatórios somente produzirá efeitos após comu-
nicação, por meio de petição protocolizada, ao tribunal de origem
e à entidade devedora.
§ 15. Sem prejuízo do disposto neste artigo, lei complementar a
esta Constituição Federal poderá estabelecer regime especial para
pagamento de crédito de precatórios de Estados, Distrito Federal e
40 NE: leia-se “da Emenda Constitucional no 62, de 2009”.
Emendas Constitucionais 347
Municípios, dispondo sobre vinculações à receita corrente líquida e
forma e prazo de liquidação.
§ 16. A seu critério exclusivo e na forma de lei, a União poderá as-
sumir débitos, oriundos de precatórios, de Estados, Distrito Federal
e Municípios, refinanciando-os diretamente.”",Pagamentos Judiciários por Fazendas Públicas,Resumo,"Constituição Federal, Fazendas Públicas Federais, Estaduais, Distrital e Municipais.","Direito Administrativo, Direito Tributário",Multas e prisão.,1.  Termo: Preterimento,,Lei
"Art. 2o O Ato das Disposições Constitucionais Transitórias passa a vigorar acrescido
do seguinte art. 97:
“Art. 97. Até que seja editada a lei complementar de que trata o § 15
do art. 100 da Constituição Federal, os Estados, o Distrito Federal
e os Municípios que, na data de publicação desta Emenda Consti-
tucional41, estejam em mora na quitação de precatórios vencidos,
relativos às suas administrações direta e indireta, inclusive os emi-
tidos durante o período de vigência do regime especial instituído
por este artigo, farão esses pagamentos de acordo com as normas a
seguir estabelecidas, sendo inaplicável o disposto no art. 100 desta
Constituição Federal, exceto em seus §§ 2o, 3o, 9o, 10, 11, 12, 13 e 14,
e sem prejuízo dos acordos de juízos conciliatórios já formalizados
na data de promulgação desta Emenda Constitucional.
§ 1o Os Estados, o Distrito Federal e os Municípios sujeitos ao re-
gime especial de que trata este artigo optarão, por meio de ato do
Poder Executivo:
I – pelo depósito em conta especial do valor referido pelo § 2o deste
artigo; ou
II – pela adoção do regime especial pelo prazo de até 15 (quinze)
anos, caso em que o percentual a ser depositado na conta especial
a que se refere o § 2o deste artigo corresponderá, anualmente, ao
saldo total dos precatórios devidos, acrescido do índice oficial de
remuneração básica da caderneta de poupança e de juros simples no
mesmo percentual de juros incidentes sobre a caderneta de poupança
para fins de compensação da mora, excluída a incidência de juros
compensatórios, diminuído das amortizações e dividido pelo número
de anos restantes no regime especial de pagamento.
§ 2o Para saldar os precatórios, vencidos e a vencer, pelo regime
especial, os Estados, o Distrito Federal e os Municípios devedores
depositarão mensalmente, em conta especial criada para tal fim,
1/12 (um doze avos) do valor calculado percentualmente sobre as
respectivas receitas correntes líquidas, apuradas no segundo mês
anterior ao mês de pagamento, sendo que esse percentual, calculado
no momento de opção pelo regime e mantido fixo até o final do prazo
a que se refere o § 14 deste artigo, será:
I – para os Estados e para o Distrito Federal:
a) de, no mínimo, 1,5% (um inteiro e cinco décimos por cento),
para os Estados das regiões Norte, Nordeste e Centro-Oeste, além
do Distrito Federal, ou cujo estoque de precatórios pendentes das
suas administrações direta e indireta corresponder a até 35% (trinta
e cinco por cento) do total da receita corrente líquida;
41 NE: leia-se “da Emenda Constitucional no 62, de 2009”.
348 Constituição da República Federativa do Brasil
b) de, no mínimo, 2% (dois por cento), para os Estados das regiões
Sul e Sudeste, cujo estoque de precatórios pendentes das suas ad-
ministrações direta e indireta corresponder a mais de 35% (trinta e
cinco por cento) da receita corrente líquida;
II – para Municípios:
a) de, no mínimo, 1% (um por cento), para Municípios das regiões
Norte, Nordeste e Centro-Oeste, ou cujo estoque de precatórios
pendentes das suas administrações direta e indireta corresponder a
até 35% (trinta e cinco por cento) da receita corrente líquida;
b) de, no mínimo, 1,5% (um inteiro e cinco décimos por cento), para
Municípios das regiões Sul e Sudeste, cujo estoque de precatórios
pendentes das suas administrações direta e indireta corresponder a
mais de 35 % (trinta e cinco por cento) da receita corrente líquida.
§ 3o Entende-se como receita corrente líquida, para os fins de que
trata este artigo, o somatório das receitas tributárias, patrimoniais,
industriais, agropecuárias, de contribuições e de serviços, transfe-
rências correntes e outras receitas correntes, incluindo as oriundas
do § 1o do art. 20 da Constituição Federal, verificado no período
compreendido pelo mês de referência e os 11 (onze) meses anteriores,
excluídas as duplicidades, e deduzidas:
I – nos Estados, as parcelas entregues aos Municípios por determi-
nação constitucional;
II – nos Estados, no Distrito Federal e nos Municípios, a contribuição
dos servidores para custeio do seu sistema de previdência e assis-
tência social e as receitas provenientes da compensação financeira
referida no § 9o do art. 201 da Constituição Federal.
§ 4o As contas especiais de que tratam os §§ 1o e 2o serão adminis-
tradas pelo Tribunal de Justiça local, para pagamento de precatórios
expedidos pelos tribunais.
§ 5o Os recursos depositados nas contas especiais de que tratam os
§§ 1o e 2o deste artigo não poderão retornar para Estados, Distrito
Federal e Municípios devedores.
§ 6o Pelo menos 50% (cinquenta por cento) dos recursos de que
tratam os §§ 1o e 2o deste artigo serão utilizados para pagamento de
precatórios em ordem cronológica de apresentação, respeitadas as
preferências definidas no § 1o, para os requisitórios do mesmo ano
e no § 2o do art. 100, para requisitórios de todos os anos.
§ 7o Nos casos em que não se possa estabelecer a precedência
cronológica entre 2 (dois) precatórios, pagar-se-á primeiramente o
precatório de menor valor.
§ 8o A aplicação dos recursos restantes dependerá de opção a ser
exercida por Estados, Distrito Federal e Municípios devedores, por
ato do Poder Executivo, obedecendo à seguinte forma, que poderá
ser aplicada isoladamente ou simultaneamente:
I – destinados ao pagamento dos precatórios por meio do leilão;
II – destinados a pagamento a vista de precatórios não quitados na
forma do § 6o e do inciso I, em ordem única e crescente de valor
por precatório;
Emendas Constitucionais 349
III – destinados a pagamento por acordo direto com os credores, na
forma estabelecida por lei própria da entidade devedora, que poderá
prever criação e forma de funcionamento de câmara de conciliação.
§ 9o Os leilões de que trata o inciso I do § 8o deste artigo:
I – serão realizados por meio de sistema eletrônico administrado por
entidade autorizada pela Comissão de Valores Mobiliários ou pelo
Banco Central do Brasil;
II – admitirão a habilitação de precatórios, ou parcela de cada precatório
indicada pelo seu detentor, em relação aos quais não esteja pendente,
no âmbito do Poder Judiciário, recurso ou impugnação de qualquer
natureza, permitida por iniciativa do Poder Executivo a compensação
com débitos líquidos e certos, inscritos ou não em dívida ativa e cons-
tituídos contra devedor originário pela Fazenda Pública devedora até a
data da expedição do precatório, ressalvados aqueles cuja exigibilidade
esteja suspensa nos termos da legislação, ou que já tenham sido objeto
de abatimento nos termos do § 9o do art. 100 da Constituição Federal;
III – ocorrerão por meio de oferta pública a todos os credores habi-
litados pelo respectivo ente federativo devedor;
IV – considerarão automaticamente habilitado o credor que satisfaça
o que consta no inciso II;
V – serão realizados tantas vezes quanto necessário em função do
valor disponível;
VI – a competição por parcela do valor total ocorrerá a critério do
credor, com deságio sobre o valor desta;
VII – ocorrerão na modalidade deságio, associado ao maior volume
ofertado cumulado ou não com o maior percentual de deságio, pelo
maior percentual de deságio, podendo ser fixado valor máximo por
credor, ou por outro critério a ser definido em edital;
VIII – o mecanismo de formação de preço constará nos editais pu-
blicados para cada leilão;
IX – a quitação parcial dos precatórios será homologada pelo respec-
tivo Tribunal que o expediu.
§ 10. No caso de não liberação tempestiva dos recursos de que tratam
o inciso II do § 1o e os §§ 2o e 6o deste artigo:
I – haverá o sequestro de quantia nas contas de Estados, Distrito Fe-
deral e Municípios devedores, por ordem do Presidente do Tribunal
referido no § 4o, até o limite do valor não liberado;
II – constituir-se-á, alternativamente, por ordem do Presidente do
Tribunal requerido, em favor dos credores de precatórios, contra
Estados, Distrito Federal e Municípios devedores, direito líquido e
certo, autoaplicável e independentemente de regulamentação, à com-
pensação automática com débitos líquidos lançados por esta contra
aqueles, e, havendo saldo em favor do credor, o valor terá automa-
ticamente poder liberatório do pagamento de tributos de Estados,
Distrito Federal e Municípios devedores, até onde se compensarem;
III – o chefe do Poder Executivo responderá na forma da legislação
de responsabilidade fiscal e de improbidade administrativa;
350 Constituição da República Federativa do Brasil
IV – enquanto perdurar a omissão, a entidade devedora:
a) não poderá contrair empréstimo externo ou interno;
b) ficará impedida de receber transferências voluntárias;
V – a União reterá os repasses relativos ao Fundo de Participação dos
Estados e do Distrito Federal e ao Fundo de Participação dos Muni-
cípios, e os depositará nas contas especiais referidas no § 1o, devendo
sua utilização obedecer ao que prescreve o § 5o, ambos deste artigo.
§ 11. No caso de precatórios relativos a diversos credores, em litis-
consórcio, admite-se o desmembramento do valor, realizado pelo
Tribunal de origem do precatório, por credor, e, por este, a habilitação
do valor total a que tem direito, não se aplicando, neste caso, a regra
do § 3o do art. 100 da Constituição Federal.
§ 12. Se a lei a que se refere o § 4o do art. 100 não estiver publicada
em até 180 (cento e oitenta) dias, contados da data de publicação desta
Emenda Constitucional42, será considerado, para os fins referidos, em
relação a Estados, Distrito Federal e Municípios devedores, omissos
na regulamentação, o valor de:
I – 40 (quarenta) salários mínimos para Estados e para o Distrito
Federal;
II – 30 (trinta) salários mínimos para Municípios.
§ 13. Enquanto Estados, Distrito Federal e Municípios devedores
estiverem realizando pagamentos de precatórios pelo regime espe-
cial, não poderão sofrer sequestro de valores, exceto no caso de não
liberação tempestiva dos recursos de que tratam o inciso II do § 1o
e o § 2o deste artigo.
§ 14. O regime especial de pagamento de precatório previsto no
inciso I do § 1o vigorará enquanto o valor dos precatórios devidos
for superior ao valor dos recursos vinculados, nos termos do § 2o,
ambos deste artigo, ou pelo prazo fixo de até 15 (quinze) anos, no
caso da opção prevista no inciso II do § 1o.
§ 15. Os precatórios parcelados na forma do art. 33 ou do art. 78 deste
Ato das Disposições Constitucionais Transitórias e ainda pendentes
de pagamento ingressarão no regime especial com o valor atualizado
das parcelas não pagas relativas a cada precatório, bem como o saldo
dos acordos judiciais e extrajudiciais.
§ 16. A partir da promulgação desta Emenda Constitucional43, a
atualização de valores de requisitórios, até o efetivo pagamento,
independentemente de sua natureza, será feita pelo índice oficial de
remuneração básica da caderneta de poupança, e, para fins de com-
pensação da mora, incidirão juros simples no mesmo percentual de
juros incidentes sobre a caderneta de poupança, ficando excluída a
incidência de juros compensatórios.
§ 17. O valor que exceder o limite previsto no § 2o do art. 100 da
Constituição Federal será pago, durante a vigência do regime espe-
cial, na forma prevista nos §§ 6o e 7o ou nos incisos I, II e III do § 8o
42 NE: leia-se “da Emenda Constitucional no 62, de 2009”.
43 NE: leia-se “da Emenda Constitucional no 62, de 2009”.
Emendas Constitucionais 351
deste artigo, devendo os valores dispendidos para o atendimento do
disposto no § 2o do art. 100 da Constituição Federal serem compu-
tados para efeito do § 6o deste artigo.
§ 18. Durante a vigência do regime especial a que se refere este arti-
go, gozarão também da preferência a que se refere o § 6o os titulares
originais de precatórios que tenham completado 60 (sessenta) anos
de idade até a data da promulgação desta Emenda Constitucional44.”",Ato das Disposições Transitórias Constitucionais,Resumo,"Distrito Federal, Municípios.",Emenda Constitucional,"§ 11. No caso de precatórios relativos a diversos credores, em litis",Aqui estão as explicações para cada termo,Aqui estão os principais pontos do artigo,Lei nº 11947/2009  Alterações no regime especial de pagamento dos precatórios
"Art. 3o A implantação do regime de pagamento criado pelo art. 97 do Ato das Dis-
posições Constitucionais Transitórias deverá ocorrer no prazo de até 90 (noventa dias),
contados da data da publicação desta Emenda Constitucional.",Prazo para Implantações do Pagamento,O Brasil tem até 90 dias (noventa dias) após a publicação da emenda constitucional para implantar um novo regime de pagamento.,"Constituição, Emenda Constitucional.","Direito Administrativo, Direito Constitucional",Multas.,"1. Disposições Constitucionais Transitórias, Ato das Disposições Constitucionais Transitórias",'12/03/2021  90 dias',Decreto
"Art. 4o A entidade federativa voltará a observar somente o disposto no art. 100 da
Constituição Federal:
I – no caso de opção pelo sistema previsto no inciso I do § 1o do art. 97 do Ato
das Disposições Constitucionais Transitórias, quando o valor dos precatórios devidos
for inferior ao dos recursos destinados ao seu pagamento;
II – no caso de opção pelo sistema previsto no inciso II do § 1o do art. 97 do Ato
das Disposições Constitucionais Transitórias, ao final do prazo.",O sistema previsto em art97 da Ato das Disposições Constitucionais Transitórias,"O artigo 4o estabelece regras sobre a observância das entidades federativas. Em alguns casos, elas podem escolher entre dois sistemas de pagamento de precatórios (precatórios públicos). Se o valor dos precatórios for menor que os recursos disponíveis para pagá-los, as entidades federais optam pelo sistema com menos custo. No caso em que a opção não seja tomada até o final do prazo estabelecido, elas devem seguir outro sistema de pagamento.","Constituição Federal, Ato das Disposições Constitucionais Transitórias.","Direito Administrativo, Direito Tributário",Multas e prisão (-).,"1. Ato das Disposições Constitucionais Transitórias: Refere-se a um conjunto de normas constitucionais que são aplicadas em períodos transitórios, após uma reforma ou mudança na Constituição",,Decreto
"Art. 5o Ficam convalidadas todas as cessões de precatórios efetuadas antes da promul-
gação desta Emenda Constitucional, independentemente da concordância da entidade
devedora.",Cessões prévias precatórios devem ser reconhecidas,"Este artigo da Constituição brasileira afirma que todas as cessões de precatórios feitas antes do novo texto ser publicado continuam válidas, mesmo se a pessoa ou empresa que deveria receber os valores concordar em não recebê-los.","entidade, Emenda Constitucional.","Direito Constitucional, Direito Administrativo",-,"1. Cessão - É a transferência de direitos ou obrigações de uma pessoa para outra, geralmente em troca de algo em dinheiro",,Decreto
"Art. 6o Ficam também convalidadas todas as compensações de precatórios com tri-
butos vencidos até 31 de outubro de 2009 da entidade devedora, efetuadas na forma do
disposto no § 2o do art. 78 do ADCT, realizadas antes da promulgação desta Emenda
Constitucional.",Compensações com precatórios vencidos até outubro/2009,"O artigo 60 da Constituição estabelece que as compensações de precatórios com tributos vencidos até outubro de 2009, realizadas antes do promulgação desta emenda constitucional, são convalidadas. Isso significa que essas compensações já efetuadas serão consideradas válidas e não precisarão ser reavaliadas ou pagas novamente.","entidade, ADCT.","Direito Tributário, Direito Administrativo",Multas -,"1. ADCT - Referência à Adicional ao Texto Constitucional (disposição transitoria e final) que complementa a Constituição, geralmente com prazos para implementação de mudanças",31/10/2009,Circular
"Art. 7o Esta Emenda Constitucional entra em vigor na data de sua publicação.
Brasília, em 9 de dezembro de 2009.
MESA DA CÂMARA DOS DEPUTADOS – Michel Temer, Presidente – Marco Maia, 1o
Vice-Presidente – Antônio Carlos Magalhães Neto, 2o Vice-Presidente – Rafael Guerra,
1o Secretário – Inocêncio Oliveira, 2o Secretário – Odair Cunha, 3o Secretário – Nelson
Marquezelli, 4o Secretário.
MESA DO SENADO FEDERAL − Marconi Perillo, 1o Vice-Presidente, no exercício da
Presidência − Serys Slhessarenko, 2a Vice-Presidente − Heráclito Fortes, 1o Secretário −
João Vicente Claudino, 2o Secretário − Mão Santa, 3o Secretário − Patrícia Saboya, 4a
Secretária.
Redação Anterior",Emenda Constitucional entra em vigor,"Esta Emenda Constitucional entra em vigor imediatamente após sua publicação. Ela foi aprovada e assinada por Michel Temer, presidente da Câmara dos Deputados na época, juntamente com outros membros do Congresso Nacional. A emenda foi publicada oficialmente no Diário Oficial de 9 de dezembro de 2009.","Mesa da Câmara dos Deputados, Mesa do Senado Federal.","Direito Constitucional, Direito Administrativo",-,1.  Termo: Mesa,Data de publicação da Emenda Constitucional  '9 de dezembro de 2009',Decreto
Art. 100,Responsabilidade do Estado e dos Poderes Publicos Brasileiros,"O Artigo 100 define a competência da Justiça Federal. Ele estabelece que as causas com valor superior a R$ 200.000,00 e aquelas cuja natureza for de interesse federal ou envolver questões federais, são competentes para o juízo federal","Ministério da Educação, Universidade Federal do Rio Grande do Norte.","Direito Constitucional, Direito Administrativo","Desculpe, mas você não forneceu um texto para que eu possa extrair as penalidades. Por favor, fornecia o texto e farei o seu pedido com precisão.","1. 'Art.' - Referência a um artigo do Código, geralmente indicando uma regra específica legal","Não encontrei nenhuma menção a ""Data"" ou Prazo na parte do texto referente ao Artigo 100, mas no mesmo artigo que menciona o termo '12 de março'",Decreto
"Art. 100. À exceção dos créditos de natureza alimentícia, os paga-
mentos devidos pela Fazenda Federal, Estadual ou Municipal, em
virtude de sentença judiciária, far-se-ão exclusivamente na ordem
cronológica de apresentação dos precatórios e à conta dos créditos
44 NE: leia-se “da Emenda Constitucional no 62, de 2009”.
352 Constituição da República Federativa do Brasil
respectivos, proibida a designação de casos ou de pessoas nas dota-
ções orçamentárias e nos créditos adicionais abertos para este fim.
§ 1o É obrigatória a inclusão, no orçamento das entidades de direito
público, de verba necessária ao pagamento de seus débitos oriundos
de sentenças transitadas em julgado, constantes de precatórios ju-
diciários, apresentados até 1o de julho, fazendo-se o pagamento até
o final do exercício seguinte, quando terão seus valores atualizados
monetariamente.
§ 1o-A Os débitos de natureza alimentícia compreendem aqueles
decorrentes de salários, vencimentos, proventos, pensões e suas
complementações, benefícios previdenciários e indenizações por
morte ou invalidez, fundadas na responsabilidade civil, em virtude
de sentença transitada em julgado.
§ 2o As dotações orçamentárias e os créditos abertos serão consig-
nados diretamente ao Poder Judiciário, cabendo ao Presidente do
Tribunal que proferir a decisão exeqüenda determinar o pagamento
segundo as possibilidades do depósito, e autorizar, a requerimento do
credor, e exclusivamente para o caso de preterimento de seu direito de
precedência, o seqüestro da quantia necessária à satisfação do débito.
§ 3o O disposto no caput deste artigo, relativamente à expedição de
precatórios, não se aplica aos pagamentos de obrigações definidas
em lei como de pequeno valor que a Fazenda Federal, Estadual,
Distrital ou Municipal deva fazer em virtude de sentença judicial
transitada em julgado.
§ 4o São vedados a expedição de precatório complementar ou su-
plementar de valor pago, bem como fracionamento, repartição ou
quebra do valor da execução, a fim de que seu pagamento não se
faça, em parte, na forma estabelecida no § 3o deste artigo e, em parte,
mediante expedição de precatório.
§ 5o A lei poderá fixar valores distintos para o fim previsto no § 3o
deste artigo, segundo as diferentes capacidades das entidades de
direito público.
§ 6o O Presidente do Tribunal competente que, por ato comissivo
ou omissivo, retardar ou tentar frustrar a liquidação regular de pre-
catório incorrerá em crime de responsabilidade.
Emenda Constitucional no 63, de 2010
(Publicada no DOU de 5/2/2010)
Altera o § 5o do art. 198 da Constituição Federal para
dispor sobre piso salarial profissional nacional e diretrizes
para os Planos de Carreira de agentes comunitários de
saúde e de agentes de combate às endemias.
As Mesas da Câmara dos Deputados e do Senado Federal, nos termos do § 3o do art. 60
da Constituição Federal, promulgam a seguinte Emenda ao texto constitucional:
Emendas Constitucionais 353",Pagamento dos Precatórios Judiciais da Fazenda Pública,Resumo,"Poder Judiciário, Fazenda Federal, Estadual e Municipal.","Direito Tributário, Direito Administrativo",Multas.,"1. Termo: Precatório - é um documento processual que representa a execução de uma sentença judiciária, com objetivo pagar os débitos da Fazenda Pública",01/07,Decreto
"Art. 1o O § 5o do art. 198 da Constituição Federal passa a vigorar com a seguinte
redação:
“Art. 198. ..................................................................................................
....................................................................................................................
§ 5o Lei federal disporá sobre o regime jurídico, o piso salarial
profissional nacional, as diretrizes para os Planos de Carreira e a
regulamentação das atividades de agente comunitário de saúde e
agente de combate às endemias, competindo à União, nos termos
da lei, prestar assistência financeira complementar aos Estados, ao
Distrito Federal e aos Municípios, para o cumprimento do referido
piso salarial.
..................................................................................................................”",Lei federal disporá sobre regime jurídico e piso salarial,"O governo brasileiro vai criar regras sobre os salários dos profissionais da saúde, como médicos e enfermeiros. A União irá ajudar os estados e municípios a pagar esses salários de acordo com um piso nacional (um valor mínimo que não pode ser ultrapassado).","União, Estados. Distrito Federal e Municípios.","Direito Administrativo, Direito Tributário",Multas.,"1. Agente comunitário de saúde: É um profissional qualificado que atua em programas de controle e prevenção de doenças, especialmente endêmicas",,Lei Ordinária
"Art. 2o Esta Emenda Constitucional entra em vigor na data de sua publicação.
Brasília, em 4 de fevereiro de 2010.
MESA DA CÂMARA DOS DEPUTADOS – Deputado Michel Temer, Presidente –
Deputado Marco Maia, 1o Vice-Presidente – Deputado Antônio Carlos Magalhães Neto,
2o Vice-Presidente – Deputado Rafael Guerra, 1o Secretário – Deputado Inocêncio
Oliveira, 2o Secretário – Deputado Odair Cunha, 3o Secretário – Deputado Nelson
Marquezelli, 4o Secretário.
MESA DO SENADO FEDERAL − Senador José Sarney, Presidente – Senador Marconi
Perillo, 1o Vice-Presidente – Senadora Serys Slhessarenko, 2a Vice-Presidente − Senador
Heráclito Fortes, 1o Secretário − Senador João Vicente Claudino, 2o Secretário − Senador
Mão Santa, 3o Secretário − Senadora Patrícia Saboya, 4a Secretária.
Redação Anterior",Emenda Constitucional entra em vigor,"A Emenda Constitucional entrou em vigor na data da sua publicação, em 4 de fevereiro de 2010. Ela foi aprovada pela Câmara e pelo Senado Federal.","MESA DA CÂMARA DOS DEPUTADOS, MESA DO SENADO FEDERAL.","Direito Constitucional, Direito Administrativo",Multas e prisão.,1.  Termo: Mesa,*   'data de sua publicação',Decreto
